ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,UniqueIDPriorSystem,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone5Number,Phone5name,Phone5Description,Phone5IsPrivate,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,PaymentMethods,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,AvailabilityPeriod,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,EnteredOn,UpdatedOn,MadeInactiveOn,HighlightedResource,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,IsLinkOnly,ProgramAgencyNamePublic,SiteAgencyNamePublic,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_Are services provided to LGBTQ persons?,Custom_Automated Status,Custom_Batch ID,Custom_Does your program offer a harm reduction approach to service?,Custom_Eligibility by Age,Custom_Eligibility by Gender,Custom_In what language would you prefer to receive correspondence from Kids Help Phone?,Custom_Is this a bilingual service?,Custom_Manual Status,Custom_Please share your anonymity and confidentiality policy in regards to serving clients (please consider caller id age of consent client records application parental permission etc in your description):,Custom_Please suggest keywords that would be helpful when searching for this service:,Custom_Record Type,Custom_Source Database
12410582,Rainbow Youth Niagara - LGBTQ Support Groups,,,Program,Quest Community Health Centre,46278776,23499,3340 Schmon Parkway,,St Catharines,ON,L2V 4Y6,Canada,No,3340 promenade Schmon,Suite 100,St Catharines,Niagara,ON,L2V 4Y6,Canada,No,43.1110786,-79.2392999,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,905-688-9951,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-688-6850 ext 128,,FALSE,,,FALSE,,,FALSE,rainbowyouthniagara@live.ca,http://www.niagarapride.ca,Active,Offre de services de counselling et de soutien en groupe aux personnes LGBTQ qui éprouvent des questions sur la révéler et des autres préoccupations dans un environnement favorable.,Previous ID: 23499 12410582,,,Jeunes personnes LGBTQ de 18 ans et moins.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Inconnu,,,,,Gratuit,Aucun rendez-vous requis,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,27/11/2007 11:10,2018-12-11 9:34,,FALSE,,,fr,,,,,Groupes de soutien LGBTQ; ,Individual and Family Life - Mutual Support - Support Groups - Lifestyle/Transition Related Support Groups - Groupes de soutien LGBTQ,Groupes de soutien LGBTQ,PN-8100.4500-400,ON - Niagara County; ,Mon 8:30am - 4:30pm; Tue 8:30am - 4:30pm; Wed 8:30am - 4:30pm; Thu 8:30am - 4:30pm; Fri 8:30am - 4:30pm; ,Non,,,,,,,Anglais seulement,,,,RAM; MCYS,
46512912,Quinte Therapeutic Riding Association - Theraputic Riding,QUINTRA,,Program,Quinte Therapeutic Riding Association,46512906,,173-B chemin McGee,,Stirling,ON,K0K 3E0,Canada,No,173-B chemin McGee,,Stirling,Hastings,ON,K0K 3E0,Canada,No,44.3285308,-77.5183725,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,613-395-2990,,FALSE,,,FALSE,,,FALSE,barbara.davis@sympatico.ca,http://www.quintra.org,Active,Offre des services de thérapie équestre et de soutien aux personnes qui éprouvent des problèmes du spectre autistique et troubles connexes,46512912,,,Jeunes de 4 ans et plus qui éprouvent un problème du spectre autistique diagnostiqué,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Entièrement accessible,,,,,Frais nominaux - $20 par session,Rendez-vous requis,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,2017-10-03 13:49,2017-10-03 14:10,,FALSE,,,fr,,,,,Traitement de l'autisme; ,Health Care - Rehabilitation/Habilitation Services - Traitement de l'autisme,Traitement de l'autisme,LR-0450,ON - Hastings County; ON - Hastings County - Stirling; ,,,,,,,,,Anglais seulement,,,,MCYS,
46654009,Quinte West Youth Centre - Youth Spectrum LGBTQ,,,Program,Quinte West Youth Centre,46654005,,2 chemin Wooler,,Trenton,ON,K8V 4J4,Canada,No,2 chemin Wooler,,Trenton,Hastings,ON,K8V 4J4,Canada,No,44.1107748,-77.5954383,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,613-392-6946,,FALSE,,,FALSE,,,FALSE,quintewestyouth@gmail.com,,Active,Offre de services de counselling et de soutien en groupe aux personnes LGBTQ qui éprouvent des questions sur la révéler et des autres préoccupations dans un environnement favorable.,46654009,,,Jeunes personnes LGBTQ de 12-18 ans,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Connie Nye-Kaley,Executive Director,quintewestyouth@gmail.com,,,No,,,,,,,,No,No,Non accessible,,,,,Frais d'adhésion - $5 par an,Aucun rendez-vous requis,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,50,,16/03/2017 11:50,13/04/2017 13:55,,FALSE,,,fr,,,,,Groupes de soutien LGBTQ; ,Individual and Family Life - Mutual Support - Support Groups - Lifestyle/Transition Related Support Groups - Groupes de soutien LGBTQ,Groupes de soutien LGBTQ,PN-8100.4500-400,ON - Hastings County; ON - Hastings County - Trenton; ,Mon 6:00pm - 8:00pm; ,,,,,,,,Anglais seulement,,,,MCYS; RAM,
26591085,Rainy River First Nations - Mental Health Services,,,Program,Rainy River First Nations,26591073,,6 promenade Manitou Rapids,,Emo,ON,P0W 1E0,Canada,No,6 promenade Manitou Rapids,,Emo,Rainy River,ON,P0W 1E0,Canada,No,48.6378859,-93.9130349,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,807-482-2603,,FALSE,,,FALSE,,,FALSE,,,FALSE,807-482-2479,,FALSE,,,FALSE,,,FALSE,reception.manitou@bellnet.ca,http://www.rainyriverfirstnations.com/,Active,"Offre des services de counselling (individuel, famille ou en groupes) aux personnes qui éprouvent des problèmes de santé mentale. ",26591085,,,Membres de la Preimière Nation Rainy River.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Ruthann McGinnis,Community Care Worker,r.mcginnis@bellnet.ca,807-482-2479 ext 234,No,,,,,,No,,,,,,,,No,No,Inconnu,,,,,Gratuit,Accès sans recommandation,,Aucuns documents requis,,English,,,,,,,,13/05/2015 15:04,25/09/2017 13:33,,FALSE,,,fr,,,,,Consultation individuelle; Consultation familiale; ,Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation individuelle * Communautés autochtones; Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation familiale * Communautés autochtones,Consultation individuelle * Communautés autochtones; Consultation familiale * Communautés autochtones,RF-3300 * YH-6000.3280; RF-2000 * YH-6000.3280,ON - Rainy River County - Emo; ON - Rainy River County; ,Mon 8:30am - 4:30pm; Tue 8:30am - 4:30pm; Wed 8:30am - 4:30pm; Thu 8:30am - 4:30pm; Fri 8:30am - 4:00pm; ,,,,,,,,,,,,MCYS; RAM,
55859751,Rainy River First Nations - Training and Employment Program,,,Program,Rainy River First Nations,26591073,,,,,,,Canada,No,"6, promenade Manitou Rapids",,Emo,Rainy River,ON,P0W 1E0,Canada,No,48.6322193,-93.8350254,Appelez pour les heures,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,807-482-2603,,FALSE,,,FALSE,,,FALSE,,,FALSE,807-482-2479,,FALSE,,,FALSE,,,FALSE,reception.manitou@rrfns.com,http://www.rainyriverfirstnations.com/wp-content/uploads/2017/02/Training-Employment-Program-Description.pdf,Active,"Offre des services d'instruction aux personnes qui ont besoin d'acquérir des compétences de base pour trouver, à appliquer et à conserver un emploi. Offre aussi des services d'éducation, d'information et d'aide avec d'écriture des lettres d'accompagnement et des CVs. Les programmes peuvent également offrir des conseils sur la tenue vestimentaire, l'apparence personnelle et les techniques d'entrevue.",55859751,,,Membres de la Première nation de Rainey River de 24 ans et moins,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Tracy Oshie-Horton,Training & Employment Coordinator,t.oshie-horton@rrfns.com,807-482-2479 ext 244,,No,,,,,,,,No,No,Non accessible,,,,,Coût inconnu - se renseigner pour plus d'information,Processus d'application inconnu - se renseigner pour plus d'information,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,20/04/2018 17:31,27/04/2018 13:34,,FALSE,,,fr,,,,,Orientation préalable à l'emploi; ,Income Support and Employment - Employment - Employment Preparation - Orientation préalable à l'emploi * Communautés autochtones,Orientation préalable à l'emploi * Communautés autochtones,ND-2000.6500 * YH-6000.3280,ON - Rainy River County; ,,,,,,,,,,,,,MCYS; RAM,
12397232,Rapid Access to Medical Specialists - Healthy Sexuality Clinic,Multi-Specialty Medical Clinic - Healthy Sexuality Clinic,,Program,Rapid Access to Medical Specialists,12371461,10149,,,,,,Canada,No,21 Queensway Ouest,,Mississauga,Peel,ON,L5B 1B6,Canada,No,43.5740018,-79.6081599,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-897-9228,,FALSE,,,FALSE,,,FALSE,,http://www.rapidaccesstomedicalspecialists.ca/,Active,"Offre des services, en consultation externe et basé dans la communauté, aux personnes qui éprouvent des problèmes avec ou des questions sur la santé sexuelle. Les services, offert par des médecins, des infirmières ou des infirmières praticiennes, comprennent la consultation sur le contrôle des naissances, la contraception, la contraception d'urgence, les tests de grossesse et counselling, le dépistage et traitement des IST/MST, de dépistage de VIH et d'éducation et d'information sur la sexualité.",Previous ID: 10149 12397232,,,Tout le monde,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Accessible partiellement,,,,,Couvert par l'assurance-maladie,Aucun rendez-vous requis,,Carte santé,,English,,,,,,,,31/05/2006 10:56,19/10/2017 13:29,,FALSE,,,fr,,,,,Centres de santé sexuelle; ,Health Care - Outpatient Health Facilities - Centres de santé sexuelle,Centres de santé sexuelle,LN-7800,ON - Halton County; ON - Peel County; ON - Toronto County; ,Mon 8:00am - 11:00pm; Tue 8:00am - 11:00pm; Wed 8:00am - 11:00pm; Thu 8:00am - 11:00pm; Fri 8:00am - 11:00pm; ,Non,,,,,,,,,,,RAM; MCYS,
12399596,Rapport Youth and Family Services - Counselling for Families at Risk,,,Program,Rapport Youth and Family Services,12372261,12513,"155, boulevard Clark",,Brampton,ON,L6T 4G6,Canada,No,"155, boulevard Clark",,Brampton,Peel,ON,L6T 4G6,Canada,No,43.704117,-79.727737,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-455-4100 ext 225,,FALSE,,,FALSE,,,FALSE,info@rapportyouth.com,http://rapportyouth.com,Active,Conseils familiale pour les jeunes 12 à 15 ans à risque de quitter la maision.,Previous ID: 12513 12399596,,,Jeunes 12 à 15 dans la région de Peel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,David Clement,Executive Director,dclement@rapportyouth.com,905-455-4100,,No,,,,,,None or unknown,,No,No,Inconnu,,,,,Gratuit,Évaluation requise,,Aucuns documents requis,Anglis,English,,,,,,,,30/12/2005 13:52,14/05/2015 9:53,,FALSE,,,fr,,,,,Agences communautaires de santé mentale; Consultation individuelle; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Agences communautaires de santé mentale; Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation individuelle,Agences communautaires de santé mentale; Consultation individuelle,RM-6500.1500; RF-3300,ON - Peel County; ,Mon 9:00am - 8:30pm; Tue 9:00am - 8:30pm; Wed 9:00am - 8:30pm; Thu 9:00am - 8:30pm; Fri 9:00am - 4:30pm; ,,,,,,,,Anglais seulement,,,,MCYS; RAM,
12399598,Rapport Youth and Family Services - Group Counselling Services,,,Program,Rapport Youth and Family Services,12372261,12515,,,Mississauga,BC,,Canada,No,155 boulevard clark,bureau 11,Brampton,Peel,ON,L6T 4G6,Canada,No,43.704117,-79.727737,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-455-4100,,FALSE,,,FALSE,,,FALSE,jmanning@rapportyouth.com,www.rapportyouth.com,Active,"Services de consultation en groupe en se concentrant sur les domaines de la gestion du stress, de la gestion de la colère, des relations d'estime de soi et les conflits parent-adolescent",Previous ID: 12515 12399598,,,Jeunes 12 à 17 ans dans la région de Peel,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,David Clement,Executive Director,dclement@rapportyouth.com,905-455-4100,,No,,,,,,None or unknown,,No,No,Inconnu,,,,,Gratuit,Évaluation requise,,Aucuns documentation requis,Anglais,,,,,,,,,30/12/2005 13:52,14/05/2015 10:45,,FALSE,,,fr,,,,,Consultation de groupe; Agences communautaires de santé mentale; ,Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation de groupe; Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Agences communautaires de santé mentale,Consultation de groupe; Agences communautaires de santé mentale,RF-2500; RM-6500.1500,ON - Peel County; ,Mon 9:00am - 8:30pm; Tue 9:00am - 8:30pm; Wed 9:00am - 8:30pm; Thu 9:00am - 8:30pm; Fri 9:00am - 4:30pm; ,,,,,,,,,,,,MCYS; RAM,
12399597,Rapport Youth and Family Services - Youth Counselling Program,,,Program,Rapport Youth and Family Services,12372261,12514,"155, boulevard Clark",Unit 11,Brampton,ON,L6T 4G6,Canada,No,"155, boulevard Clark",Unit 11,Brampton,Peel,ON,L6T 4G6,Canada,No,43.704117,-79.727737,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-455-4100 ext 455,,FALSE,,,FALSE,,,FALSE,info@rapportyouth.com,www.rapportyouth.com,Active,Conseils pour les jeunes 12 à 20ans; gratuit et confidentiel.,Previous ID: 12514 12399597,,,Jeunes 12 à 20 ans<br />,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,David Clement,Executive Director,dclement@rapportyouth.com,905-455-4100,,No,,,,,,None or unknown,,No,No,Inconnu,,,,,Gratuit,Évaluation requise,,Aucuns documentation requis,,English,,,,,,,,30/12/2005 13:52,2018-02-10 8:43,,FALSE,,,fr,,,,,Agences communautaires de santé mentale; Consultation individuelle; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Agences communautaires de santé mentale; Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation individuelle,Agences communautaires de santé mentale; Consultation individuelle,RM-6500.1500; RF-3300,ON - Peel County; ON - Peel County - Brampton; ,Mon 9:00am - 8:30pm; Tue 9:00am - 8:30pm; Wed 9:00am - 8:30pm; Thu 9:00am - 8:30pm; Fri 9:00am - 4:30pm; ,,,,,,,,Anglais seulement,,,,MCYS; RAM,
12403698,Ray of Hope - Youth Addiction Services - Day Treatment,,,Program,Ray of Hope,12373518,16615,1081 rue King Est,,Kitchener,ON,N2G 2N1,Canada,No,"659, rue King Est",,Kitchener,Waterloo,ON,N2G 2M4,Canada,No,43.442784,-80.473748,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-578-8784,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-743-2311,,FALSE,,,FALSE,,,FALSE,info@rayofhope.net,http://www.rayofhope.net,Active,"Offre des services de traitement de jour (basé sur <span class=hps>la religion chrétienne) aux jeunes qui éprouvent des problèmes de dépendance. </span><span class=hps>Les services comprennent</span> <span class=hps>la thérapie et </span><span class=hps>l'</span>entraide entre pairs qui <span class=hps>se concentre sur</span> <span class=hps>l'identification des problèmes</span>,<span class=hps> l'enseignement de</span> <span class=hps>méthodes d'adaptation et d'éducation.</span>",Previous ID: 16615 12403698,,,"Jeunes (filles et garçons) de 13-17 ans qui ont besoin de soutien structuré, mais pas le traitement résidentiel<br /><br /><br /><br />",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Accessible partiellement,King Street East and Queen Street South ,,,,Gratuit,Rendez-vous requis,,Aucuns documents requis,,English,,,,,,8,,18/12/2006 11:06,20/06/2018 11:20,,FALSE,,,fr,,,,,Traitement complet des troubles liés aux substances en consultation externe; ,Mental Health and Substance Use Disorder Services - Substance Use Disorder Services - Substance Use Disorder Treatment Programs - Traitement complet des troubles liés aux substances en consultation externe,Traitement complet des troubles liés aux substances en consultation externe,RX-8450.1150,ON - Waterloo County - Kitchener; ON - Waterloo County - Cambridge; ON - Waterloo County - Waterloo; ON - Wellington County - Cambridge; ON - Waterloo County; ,Mon 10:00am - 3:00pm; Tue 10:00am - 3:00pm; Wed 10:00am - 3:00pm; Thu 10:00am - 3:00pm; Fri 10:00am - 3:00pm; ,Non,,,,,,,,,,,MCYS; RAM,
56955198,Ray of Hope - Youth Addiction Services - Residential Program,,,Program,Ray of Hope,12373518,,,,,,,Canada,No,"19, avenue Schneider",,Kitchener,Waterloo,ON,N2G 1K7,Canada,No,43.4442446,-80.4964325,24/7,519-743-6206,2ème fax,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-743-6795,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-743-2311 ext 516,,FALSE,,,FALSE,,,FALSE,yasinquiries@rayofhope.net,http://youthaddictions.ca/,Active,"Offre des services de traitement, structurés et supervisés, aux patients hospitalisés qui sont dans la récupération de la toxicomanie. Le programme dure de 4 à 6 mois.",56955198,,,Jeunes hommes de 13-17 ans. Personnes âgées de 18 - 21 ans sont acceptées au cas par cas. Le client doit être désintoxiqué pendant au moins 24 heures.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Non accessible,avenue Schneider et rue Queen Sud,,,,Coût inconnu - se renseigner pour plus d'information,Évaluation normalisée pour l'utilisation de substances requises,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,Beds,8,,20/06/2018 10:25,2018-09-07 10:06,,FALSE,,,fr,,,,,Établissements de traitement des troubles liés aux substances en milieu hospitalier; ,Mental Health and Substance Use Disorder Services - Substance Use Disorder Services - Substance Use Disorder Treatment Programs - Établissements de traitement des troubles liés aux substances en milieu hospitalier,Établissements de traitement des troubles liés aux substances en milieu hospitalier,RX-8450.3300,ON - Waterloo County; ON - Wellington County; ,,,,,,,,,,,,,MCYS; RAM,
55594994,Ray of Hope - Youth Employment Program,,,Program,Ray of Hope,12373518,,,,,,,Canada,No,"659, rue King Est",suite 230,Kitchener,Waterloo,ON,N2G 2M4,Canada,No,43.444756,-80.478465,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-578-8784,,FALSE,,,FALSE,,,FALSE,,,FALSE,1-519-578-8018 ext 219,,FALSE,,,FALSE,,,FALSE,info@rayofhope.net,https://www.rayofhope.net/need-help/youth-employment,Active,"Offre un programme qui enseigne aux jeunes des compétences pratiques et des habitudes de travail positives. Le programme consiste en une formation en classe qui les prépare à leurs stages; Un stage de travail chez Morning Glory Café et Catering; et un placement rémunéré chez un employeur externe. À la fin du programme, les participants restent en contact avec le programme pendant un an afin de pouvoir continuer à recevoir du soutien.",55594994,,,Jeunes de 16-28 qui ont eu de la difficulté à garder un emploi à temps plein.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,,,,,,,No,No,Entièrement accessible,rue King Est et rue Stirling,,,,Gratuit,Processus d'application inconnu - se renseigner pour plus d'information,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,2018-04-04 15:36,24/04/2018 13:44,,FALSE,,,fr,,,,,Expérience de travail; ,Income Support and Employment - Employment - Employment Preparation - Job Training Formats - Expérience de travail,Expérience de travail,ND-2000.3500-950,ON - Waterloo County; ,Mon 8:00am - 4:00pm; Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; Thu 8:00am - 4:00pm; Fri 8:00am - 4:00pm; ,,,,,,,,,,,,MCYS; RAM,
18121838,Rebound Child and Youth Services - Youth Outreach Under 18 Responsive Service,,,Program,Rebound Child and Youth Services,12380344,,700 rue D'Arcy Nord,suite 20,Cobourg,ON,K9A 5T3,Canada,No,700 rue D'Arcy Nord,suite 20,Cobourg,Northumberland,ON,K9A 5T3,Canada,No,43.9731909,-78.1592936,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,905-372-0070,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-372-0007,,FALSE,,,FALSE,,,FALSE,,http://Www.rcys.ca,Active,Offre des services de soutien aux jeunes sur une variété des problèmes de santé mentale.,18121838,,,Jeunes de 12-18 ans dans la region de Northumberland,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Laurie Thompson,Executive Director,info@rcys.ca,905-372-0007,No,,,,,,No,,,,,,None or unknown,,No,No,Entièrement accessible,"Unit 20, Upper Floor",,,,Gratuit,Accès sans recommandation,,Carte Santé,,English,,,,,,,,2014-01-05 13:24,2018-06-07 10:36,,FALSE,,,fr,,,,,Agences communautaires de santé mentale; Consultation individuelle; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Agences communautaires de santé mentale; Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation individuelle,Agences communautaires de santé mentale; Consultation individuelle,RM-6500.1500; RF-3300,ON - Northumberland County; ON - Northumberland County - Cobourg; ,Mon 9:00am - 5:00pm; Tue 9:00am - 5:00pm; Wed 9:00am - 5:00pm; Thu 9:00am - 5:00pm; Fri 9:00am - 5:00pm; ,,,,,,,,Anglais seulement,,,,MCYS; RAM,
12410614,Reconnect Mental Health Services - Mental Health Case Management,,,Program,Reconnect Community Health Services,12380345,23531,56 croissant Aberfoyle,4ème étage,Etobicoke,ON,M8X 2W4,Canada,No,1281 avenue St. Clair Ouest,,Etobicoke,Toronto,ON,M8X 2W4,Canada,No,43.676743,-79.447563,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,416-248-6557,,FALSE,,,FALSE,,,FALSE,,,FALSE,416-248-2050,,FALSE,,,FALSE,,,FALSE,cwalters@reconnect.on.ca,Http://www.reconnect.on.ca,Active,Offre des services de counselling pour les adolescents et les adultes qui éprouvent des problèmes de santé mentale.,Previous ID: 23531 12410614,,,Adolescents de 16 ans et plus dans la region de Toronto.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Yes,,,,,,Yes,,,,,,None or unknown,,No,No,Pas applicable,,,,,Coût pour service - se renseigner pour plus d'information,Accès sans recommandation,,Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,,English,,,,,,,,30/12/2005 13:52,22/12/2017 11:51,,FALSE,,,fr,,,,,Agences communautaires de santé mentale; Consultation individuelle; ,Mental Health and Substance Use Disorder Services - Mental Health Care Facilities - Outpatient Mental Health Facilities - Agences communautaires de santé mentale; Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation individuelle,Agences communautaires de santé mentale; Consultation individuelle,RM-6500.1500; RF-3300,ON - Toronto County; ON - Toronto County - Toronto; ,Mon 9:00am - 5:00pm; Tue 9:00am - 5:00pm; Wed 9:00am - 5:00pm; Thu 9:00am - 5:00pm; Fri 9:00am - 5:00pm; ,Non,,,,,,,Anglais seulement,,,,MCYS; RAM,
36025861,Reconnect Health Services - South Toronto Link Team,,,Program,Reconnect Community Health Services,12380345,,56 croissant Aberfoyle,4ème étage,Etobicoke,ON,M8X 2W4,Canada,No,56 croissant Aberfoyle,4ème étage,Etobicoke,Toronto,ON,M8X 2W4,Canada,No,43.6461277,-79.5229811,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,416-499-9716,,FALSE,,,FALSE,,,FALSE,,,FALSE,416-248-2050,,FALSE,,,FALSE,,,FALSE,contact@reconnect.on.ca,http://www.reconnect.on.ca,Active,Offre des services de counselling aux jeunes de 16 ans et plus éprouvent des problèmes de santé mentale et émotionnelle complexes.,36025861,,,"Jeunes de 16 ans et plus entre ces limites: Oyest - avenue Kipling/427, Eat - Rue Yonge, Nord - avenue Eglington et Sud - Lac Ontario",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Mohamed Badsha,CEO,mbadsha@reconnect.on.ca,416-248-2050,No,Stephanie Carter,Director of Information Management,privacy.officer@reconnect.on.ca,416-316-8548,,No,,,,,,,,No,No,Entièrement accessible,,,,,Gratuit,Référence par Access Point,,Document(s) de recommandation,,English,,,,,,,,14/04/2016 15:15,15/04/2016 10:56,,FALSE,,,fr,,,,,Consultation individuelle; ,Mental Health and Substance Use Disorder Services - Counseling Settings - Consultation individuelle,Consultation individuelle,RF-3300,,Mon 8:30am - 4:30pm; Tue 8:30am - 4:30pm; Wed 8:30am - 4:30pm; Thu 8:30am - 4:30pm; Fri 8:30am - 4:30pm; ,,,,,,,,Anglais seulement,,,,MCYS; RAM,
